Delta Test,T,Model,Mean,CI_Lower,CI_Upper
0.2,500,Ai2026,6.201171,5.936931556241294,6.465410286410073
0.2,500,DRO(δ=0.1),6.3496594,6.118397407734997,6.580921478068226
0.2,500,Leung2025(δ=0.1),6.25448,5.916956115313768,6.5920036548888685
